filename,scenario,town,route,weather,sha256,size,priority_rank,priority_score,weakness_reasons,target_abilities,table2_abilities
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16570_Weather11.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16570,11,43cd3f2362f95ec3516358526bf5db091dff0e4ad0f2e52baa3f7d6d45de82fb,167661584,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16572_Weather13.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16572,13,426c54f97f30a2643e64a62ae9d6452b0a6d84d92d53ae415459b8ac0db0d6cf,154378113,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16573_Weather14.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16573,14,130aea652345963b8246908c1f1d8ab683d1e5021e49cc84da88573907bcdb52,130469188,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16574_Weather15.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16574,15,ab4bef73c9b4c42dc97f5e6585664583de0597a169e6926019e554fa57ee34f0,98849096,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16580_Weather21.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16580,21,94ebfc78191cf302fa189e7ab08dbc4c64fdf05f3d5cc7cd2730f46999ff42ba,211577485,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16581_Weather22.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16581,22,a03182094c25228e63aac520274a626cdc58510944ce6769493efeaa18451ddf,113222366,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16585_Weather0.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16585,0,e157ea020be589e1bd04ab90e13ad658debe4740f5d80273c3dadcdeb7517fe5,223905312,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16586_Weather1.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16586,1,2a5ae772467d1f562db463de5f65ce5f3f1ab4279093131d86738ea6ac08ad80,220912194,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16597_Weather12.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16597,12,bc44d3f6ef68ba3cae5c01cf92f59813e045d3437f22351910e5316c6fa22534,154763568,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16610_Weather25.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16610,25,71016b5cae8e7f31656390bdc944b1ae66d21898bd47cbefa802535c68830476,267199803,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16639_Weather2.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16639,2,39f0a5f460540e5be607fa8f061611b32aaa182c045b6b98abc289e2362d5d86,223725483,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16563_Weather3.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16563,3,fa393d81199c810109e385802dcfaa88a97509be4037fcd4dcc0a518a868cf13,180174889,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16575_Weather8.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16575,8,7b73cff579576d3583a919cd0b781c7851a1209b79513133c06bc103a97be252,274661086,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16576_Weather9.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16576,9,d1fa1468de131dd9796778582c729f8fd22995f838933a7d8604ab84cb851e5d,150866445,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16577_Weather18.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16577,18,ee2dd97d0d13d26e86c2391f58c4c3dc47e7897534c6f8c6f08555310534038f,99605762,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16582_Weather23.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16582,23,e071f29832a9ec6cb37ac49820563f54703751002dbcded5dfc5c0677b651c5f,110955692,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16590_Weather5.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16590,5,7dd58da3b0343132f585b2da783d19a2bf0aa2d5a42894d10b51af2e3e6e5260,191392879,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16591_Weather6.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16591,6,8c2c6934c86634ac921d589da629da96fb1ea8d2f4aacf80d108d2c8a29882e8,139528921,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16592_Weather7.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16592,7,f02cac528a987a9e12f513a073805a3e22f7d6607ecd3f6a7553f928994bfc3d,141353668,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16595_Weather10.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16595,10,a959bfee41379b3bc3308206dfa014ff5438ac3daecf88889f0e12d4bcb52e2e,169072492,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16596_Weather11.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16596,11,0e937b32f8cd7ad85894416614484e138009a999e626b47d584d131ccf89571a,110357197,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16599_Weather14.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16599,14,0903ee3409183357f61d6d275b740a931e8357838e05a56763e03fac13bb8d0f,200937792,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16600_Weather15.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16600,15,9d96b976232aa489dc67ab9e4af4da858e375221e91ab0a3e82d425e5d94c2ab,172133310,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16604_Weather19.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16604,19,833aff4570281474960d2db3fef884274c886e0450ebda10938b6ad9d0294501,162420797,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16605_Weather20.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16605,20,1a24afd9312ab83df98139ecd491c85ab50d21984c419534ebe415cfc2d780d2,157720613,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16606_Weather21.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16606,21,e0c91362a508f217e2eaef101409ebcae4e75a7b77813d76d591f07139dd32e5,164272480,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16611_Weather0.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16611,0,9633fc8dc9e1795f729acebf763d0b3d8c544b83b77b8481db6ae4a297e9b8e5,291258520,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16623_Weather12.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16623,12,4dc1ad4e3b686f0935a41d9cab58ed9de696201d67904135fa57ca030a3fcc91,132329986,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16633_Weather22.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16633,22,26800519ac3954ffbd7d40f52a9cb2d03d19082316136bc1832aa979099e01c3,195716495,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16636_Weather25.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16636,25,c114ca24ba25ed9424ac5e2db40c22686e2457ae723dc6367d67f8385a08d9c2,119071315,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16638_Weather1.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16638,1,5bfa5500b6cc80a4fd2a55ed640064982b0d8983a49929e5fa146b6f08ce9b3a,138264509,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16650_Weather13.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16650,13,269e2ac6d774277f76234ebc9fb9e50d7110f40f98dc8d6ca97b59395a261572,164518383,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16665_Weather2.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16665,2,c74aae229636e62c11c570fb6ca06c9fdf1692ef625f069c2995b04ca29b6b69,167591396,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16583_Weather23.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16583,23,f149e2759f2b78c72b7a93b075b0540f02da33cafb9ee8138e0c0c53aed77148,125589775,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16588_Weather3.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16588,3,e0130d17b673f9d96c21da1e26a9030039d35b269d816f116b53f54f6c2479aa,77434778,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16593_Weather8.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16593,8,a97ca801f9bec969aaff57834cee8a154f1b6085b4cb40c95d7e43feca4c08fd,189897901,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16594_Weather9.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16594,9,503256b68cdfc13bbb93f3fe4650db659f65a8d42ba22bc2d2d25e1f9a5371e4,181467032,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16616_Weather5.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16616,5,03de389a748899038c42dd209f34006e20b0b7cd97e73eba95629679718a13a1,113969481,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16617_Weather6.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16617,6,464254120b4e9b240cce08792642a0a14cf220c08ee045f0616abe7fe82f49ea,182166318,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3904_Weather25.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3904,25,728ba729692a726d38e8095550679b3f1476d4b2c6ec2cf93f265567965f8e79,136385878,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3905_Weather0.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3905,0,49694d26cbb170f723c28640393472707e4dd3db0a105e17edfcb2c773904562,108118237,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3906_Weather1.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3906,1,1deb2175f4c22d9a383fa10088bfa9c8ce3334f3f64cc9e17a6d8c225b342b88,234681642,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3907_Weather2.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3907,2,3de01c8a4e022b138dafed13e93cc0cb649600bfb702c9a7d2d91123f872fb44,126498932,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3915_Weather10.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3915,10,ba0f15bfddc6ddf448cf67986dc7c1c7074b27e56f4ec1cd1cee6c592a37b15e,92519199,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3916_Weather11.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3916,11,ca47a1586128f55e9c151603e59afbfc30fc5b0964381d9d656503d866378953,77044587,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3918_Weather13.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3918,13,673a0260c73300bf0c168698c7bb2a7898c5389cd45e53a0fde95eb05fdd7e7d,121692754,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3919_Weather14.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3919,14,53c7bccd203820c479925369b2f5309b1ae5546aebb050a6375bb7e6a8add717,176949586,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3920_Weather15.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3920,15,a5bf5b9378235f92e3efeadf7ca642cea8d95b6d17998b45a9a7009ed8c090f5,122881398,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3903_Weather23.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3903,23,f29f75aa0c45fe23264463cf955263eb79b2d86d77d104cd6a8dd265e21d322d,121927737,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3908_Weather3.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3908,3,6976af2ef8233a7785c29d9a4949f7b9347f91cc44431a667095168b72bc4c66,153020057,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3910_Weather5.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3910,5,d2248cb107c3a7018195737d52bc98853ebac578a4da35c1ee6492741bde5874,115176921,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3911_Weather6.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3911,6,488f820f8006204b2726d4e8f38448a9836862a6f5227a2233cfdec02b8ca140,148734610,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3913_Weather8.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3913,8,bdb38ff4f4885b734e9a027e022e44483005ef51459be0640a33152f65e88689,161445617,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3914_Weather9.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3914,9,7e83d408ccfdc4ba37bc9a6bb36990a2c0f7f9b03730365488d27430b3002c12,139539288,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3909_Weather3.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3909,3,b757e0d48e633719892f232b2051c09c21618288b970bd100c8c099711483855,138888923,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3921_Weather8.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3921,8,6342995da7f4cf3e622efa5a77d3c1a422e9c50cad342acfac44f1e7d20baf94,102483772,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3922_Weather9.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town13,3922,9,2e6f614cf6e2cd2d34d5422a68e038d17af1746b9d0f209a006cd1df8896336d,81783853,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16630_Weather19.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16630,19,bbef85d093d85c2a57e49a321052f00836bb53f04f0947698069ce8173eab03a,274387602,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16631_Weather20.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16631,20,6afe34919b2f5e708a46bff6e32f0faa1c58f01839721c146b2c17adb78d87aa,133308240,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
