filename,source,sampling_weight
BlockedIntersection_Town12_Route12945_Weather0.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route12954_Weather9.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route12969_Weather23.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13017_Weather20.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13037_Weather14.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13085_Weather10.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13093_Weather18.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13127_Weather0.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13139_Weather12.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13161_Weather8.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13207_Weather2.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13213_Weather8.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13223_Weather18.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13229_Weather23.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13244_Weather13.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13247_Weather8.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13255_Weather23.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13259_Weather2.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13267_Weather10.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13321_Weather12.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13328_Weather19.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13338_Weather3.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13370_Weather9.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route13428_Weather15.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route2205_Weather15.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route2989_Weather19.tar.gz,base_replay,0.0008
BlockedIntersection_Town12_Route2990_Weather20.tar.gz,base_replay,0.0008
BlockedIntersection_Town15_Route27343_Weather21.tar.gz,base_replay,0.0008
BlockedIntersection_Town15_Route27348_Weather0.tar.gz,base_replay,0.0008
ConstructionObstacleTwoWays_Town12_Route1825_Weather25.tar.gz,base_replay,0.0008
ConstructionObstacleTwoWays_Town12_Route1833_Weather7.tar.gz,base_replay,0.0008
ConstructionObstacleTwoWays_Town13_Route29367_Weather6.tar.gz,base_replay,0.0008
ConstructionObstacleTwoWays_Town13_Route29392_Weather8.tar.gz,base_replay,0.0008
ConstructionObstacleTwoWays_Town13_Route29607_Weather18.tar.gz,base_replay,0.0008
ConstructionObstacleTwoWays_Town13_Route29929_Weather18.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route1737_Weather15.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18391_Weather8.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18405_Weather22.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18456_Weather21.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18530_Weather9.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18532_Weather19.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18554_Weather15.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18628_Weather11.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18629_Weather12.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18678_Weather9.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18684_Weather15.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18701_Weather6.tar.gz,base_replay,0.0008
ConstructionObstacle_Town12_Route18737_Weather8.tar.gz,base_replay,0.0008
CrossingBicycleFlow_Town12_Route35371_Weather0.tar.gz,base_replay,0.0008
CrossingBicycleFlow_Town12_Route35527_Weather2.tar.gz,base_replay,0.0008
CrossingBicycleFlow_Town12_Route35545_Weather3.tar.gz,base_replay,0.0008
CrossingBicycleFlow_Town12_Route35594_Weather3.tar.gz,base_replay,0.0008
CrossingBicycleFlow_Town12_Route35601_Weather3.tar.gz,base_replay,0.0008
CrossingBicycleFlow_Town12_Route36576_Weather23.tar.gz,base_replay,0.0008
CrossingBicycleFlow_Town12_Route36587_Weather23.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town11_Route24322_Weather11.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town11_Route24332_Weather23.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17715_Weather8.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17719_Weather12.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17724_Weather9.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17737_Weather3.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17777_Weather18.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17819_Weather8.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17834_Weather23.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17855_Weather18.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17885_Weather22.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route17958_Weather9.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town12_Route18154_Weather5.tar.gz,base_replay,0.0008
DynamicObjectCrossing_Town13_Route3226_Weather23.tar.gz,base_replay,0.0008
EnterActorFlow_Town03_Route27235_Weather2.tar.gz,base_replay,0.0008
EnterActorFlow_Town04_Route27349_Weather1.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route11706_Weather9.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route11716_Weather19.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route11867_Weather14.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route11894_Weather15.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route11937_Weather6.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route11964_Weather7.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route11973_Weather8.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12102_Weather15.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12155_Weather8.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12194_Weather3.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12231_Weather14.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12259_Weather8.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12307_Weather12.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12309_Weather14.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12321_Weather0.tar.gz,base_replay,0.0008
EnterActorFlow_Town12_Route12338_Weather9.tar.gz,base_replay,0.0008
EnterActorFlow_Town13_Route3756_Weather7.tar.gz,base_replay,0.0008
HardBreakRoute_Town03_Route26484_Weather11.tar.gz,base_replay,0.0008
HardBreakRoute_Town03_Route26521_Weather1.tar.gz,base_replay,0.0008
HardBreakRoute_Town04_Route26490_Weather19.tar.gz,base_replay,0.0008
HardBreakRoute_Town05_Route26646_Weather12.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route1966_Weather10.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22633_Weather12.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22673_Weather0.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22701_Weather2.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22717_Weather18.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22798_Weather21.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22816_Weather13.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22818_Weather15.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22834_Weather5.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22864_Weather9.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22874_Weather19.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22881_Weather0.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22882_Weather1.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22886_Weather5.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22895_Weather14.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route22900_Weather19.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route23010_Weather25.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route23099_Weather10.tar.gz,base_replay,0.0008
HardBreakRoute_Town12_Route2758_Weather22.tar.gz,base_replay,0.0008
HardBreakRoute_Town15_Route26688_Weather8.tar.gz,base_replay,0.0008
HardBreakRoute_Town15_Route26698_Weather20.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town05_Route25948_Weather3.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town07_Route24278_Weather13.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21026_Weather9.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21094_Weather7.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21114_Weather1.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21170_Weather5.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21179_Weather14.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21185_Weather20.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21199_Weather8.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21263_Weather20.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21316_Weather21.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21323_Weather2.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21342_Weather21.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21411_Weather12.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21435_Weather10.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21447_Weather22.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21450_Weather25.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21468_Weather9.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21472_Weather21.tar.gz,base_replay,0.0008
HazardAtSideLaneTwoWays_Town12_Route21492_Weather15.tar.gz,base_replay,0.0008
HazardAtSideLane_Town13_Route28395_Weather26.tar.gz,base_replay,0.0008
HazardAtSideLane_Town13_Route28498_Weather11.tar.gz,base_replay,0.0008
HazardAtSideLane_Town13_Route28519_Weather9.tar.gz,base_replay,0.0008
HazardAtSideLane_Town13_Route323_Weather1.tar.gz,base_replay,0.0008
HighwayCutIn_Town12_Route13454_Weather15.tar.gz,base_replay,0.0008
HighwayCutIn_Town12_Route23654_Weather25.tar.gz,base_replay,0.0008
HighwayCutIn_Town12_Route23869_Weather7.tar.gz,base_replay,0.0008
HighwayCutIn_Town12_Route23870_Weather8.tar.gz,base_replay,0.0008
HighwayCutIn_Town12_Route3076_Weather2.tar.gz,base_replay,0.0008
HighwayCutIn_Town13_Route23674_Weather21.tar.gz,base_replay,0.0008
HighwayCutIn_Town13_Route24015_Weather15.tar.gz,base_replay,0.0008
HighwayExit_Town12_Route3015_Weather19.tar.gz,base_replay,0.0008
HighwayExit_Town13_Route24075_Weather6.tar.gz,base_replay,0.0008
InterurbanActorFlow_Town12_Route23923_Weather15.tar.gz,base_replay,0.0008
InterurbanActorFlow_Town12_Route3027_Weather5.tar.gz,base_replay,0.0008
InterurbanAdvancedActorFlow_Town12_Route24078_Weather9.tar.gz,base_replay,0.0008
InvadingTurn_Town11_Route26460_Weather10.tar.gz,base_replay,0.0008
LaneChange_Town12_Route17551_Weather0.tar.gz,base_replay,0.0008
LaneChange_Town12_Route17609_Weather6.tar.gz,base_replay,0.0008
MergerIntoSlowTrafficV2_Town13_Route37622_Weather11.tar.gz,base_replay,0.0008
MergerIntoSlowTrafficV2_Town13_Route37696_Weather12.tar.gz,base_replay,0.0008
MergerIntoSlowTrafficV2_Town13_Route37712_Weather12.tar.gz,base_replay,0.0008
MergerIntoSlowTrafficV2_Town13_Route37789_Weather13.tar.gz,base_replay,0.0008
MergerIntoSlowTrafficV2_Town13_Route37800_Weather13.tar.gz,base_replay,0.0008
MergerIntoSlowTrafficV2_Town13_Route37803_Weather13.tar.gz,base_replay,0.0008
MergerIntoSlowTraffic_Town12_Route2274_Weather6.tar.gz,base_replay,0.0008
NoScenario_Town03_Route27685_Weather18.tar.gz,base_replay,0.0008
NoScenario_Town03_Route27695_Weather2.tar.gz,base_replay,0.0008
NoScenario_Town03_Route27800_Weather18.tar.gz,base_replay,0.0008
NoScenario_Town04_Route27709_Weather19.tar.gz,base_replay,0.0008
NoScenario_Town04_Route27862_Weather9.tar.gz,base_replay,0.0008
NoScenario_Town05_Route27987_Weather21.tar.gz,base_replay,0.0008
NoScenario_Town05_Route27996_Weather5.tar.gz,base_replay,0.0008
NoScenario_Town11_Route27687_Weather20.tar.gz,base_replay,0.0008
NoScenario_Town11_Route27861_Weather8.tar.gz,base_replay,0.0008
NoScenario_Town12_Route13636_Weather15.tar.gz,base_replay,0.0008
NoScenario_Town12_Route14816_Weather25.tar.gz,base_replay,0.0008
NoScenario_Town12_Route2072_Weather12.tar.gz,base_replay,0.0008
NoScenario_Town12_Route24007_Weather7.tar.gz,base_replay,0.0008
NoScenario_Town12_Route4708_Weather5.tar.gz,base_replay,0.0008
NoScenario_Town12_Route6164_Weather5.tar.gz,base_replay,0.0008
NoScenario_Town12_Route6474_Weather3.tar.gz,base_replay,0.0008
NoScenario_Town12_Route8812_Weather1.tar.gz,base_replay,0.0008
NoScenario_Town13_Route23759_Weather12.tar.gz,base_replay,0.0008
NoScenario_Town13_Route23938_Weather7.tar.gz,base_replay,0.0008
NoScenario_Town13_Route34686_Weather12.tar.gz,base_replay,0.0008
NoScenario_Town15_Route27663_Weather19.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurnEnterFlow_Town13_Route33684_Weather25.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurn_Town04_Route27069_Weather23.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurn_Town05_Route27146_Weather6.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurn_Town12_Route6924_Weather11.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurn_Town12_Route6930_Weather9.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurn_Town12_Route7172_Weather25.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurn_Town12_Route7485_Weather0.tar.gz,base_replay,0.0008
NonSignalizedJunctionLeftTurn_Town12_Route7597_Weather8.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town11_Route27002_Weather26.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route7835_Weather12.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route7840_Weather9.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route7955_Weather2.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route8002_Weather23.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route8142_Weather7.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route8152_Weather9.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route8170_Weather9.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route8293_Weather2.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route8319_Weather2.tar.gz,base_replay,0.0008
NonSignalizedJunctionRightTurn_Town12_Route8348_Weather5.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town04_Route26994_Weather15.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route2071_Weather11.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route5937_Weather12.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route5952_Weather1.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route5962_Weather11.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route5988_Weather11.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6011_Weather8.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6081_Weather0.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6168_Weather9.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6177_Weather18.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6209_Weather23.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6275_Weather12.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6285_Weather22.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6304_Weather15.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6356_Weather15.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6405_Weather12.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6424_Weather5.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6470_Weather25.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6483_Weather12.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6509_Weather12.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6512_Weather15.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6528_Weather5.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town12_Route6727_Weather22.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town13_Route3635_Weather8.tar.gz,base_replay,0.0008
OppositeVehicleRunningRedLight_Town15_Route27148_Weather8.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town03_Route27145_Weather5.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route2132_Weather20.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route2912_Weather20.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route2913_Weather21.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8450_Weather3.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8519_Weather20.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8522_Weather23.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8526_Weather1.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8552_Weather1.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8565_Weather14.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8568_Weather9.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8583_Weather6.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8586_Weather9.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8589_Weather12.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8604_Weather1.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8640_Weather11.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8700_Weather19.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8714_Weather7.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8820_Weather9.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8844_Weather7.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8848_Weather11.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8868_Weather5.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8890_Weather1.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route8999_Weather6.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9027_Weather8.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9052_Weather7.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9079_Weather8.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9118_Weather21.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9128_Weather5.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9146_Weather23.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9231_Weather3.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9270_Weather9.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9303_Weather23.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9311_Weather6.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9345_Weather14.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9408_Weather25.tar.gz,base_replay,0.0008
OppositeVehicleTakingPriority_Town12_Route9419_Weather10.tar.gz,base_replay,0.0008
ParkedObstacleTwoWays_Town12_Route21502_Weather25.tar.gz,base_replay,0.0008
ParkedObstacleTwoWays_Town12_Route21552_Weather23.tar.gz,base_replay,0.0008
ParkedObstacle_Town06_Route24787_Weather18.tar.gz,base_replay,0.0008
ParkedObstacle_Town12_Route1776_Weather2.tar.gz,base_replay,0.0008
ParkedObstacle_Town12_Route19390_Weather19.tar.gz,base_replay,0.0008
ParkedObstacle_Town12_Route19435_Weather12.tar.gz,base_replay,0.0008
ParkedObstacle_Town12_Route19440_Weather9.tar.gz,base_replay,0.0008
ParkedObstacle_Town12_Route19450_Weather1.tar.gz,base_replay,0.0008
ParkedObstacle_Town12_Route19519_Weather18.tar.gz,base_replay,0.0008
ParkingCrossingPedestrian_Town02_Route24294_Weather6.tar.gz,base_replay,0.0008
ParkingCrossingPedestrian_Town03_Route24366_Weather9.tar.gz,base_replay,0.0008
ParkingCrossingPedestrian_Town12_Route18245_Weather18.tar.gz,base_replay,0.0008
ParkingCrossingPedestrian_Town12_Route18253_Weather0.tar.gz,base_replay,0.0008
ParkingCrossingPedestrian_Town12_Route18262_Weather9.tar.gz,base_replay,0.0008
ParkingCrossingPedestrian_Town12_Route18289_Weather10.tar.gz,base_replay,0.0008
ParkingCutIn_Town12_Route1723_Weather1.tar.gz,base_replay,0.0008
ParkingCutIn_Town12_Route18297_Weather18.tar.gz,base_replay,0.0008
ParkingCutIn_Town12_Route18304_Weather25.tar.gz,base_replay,0.0008
ParkingCutIn_Town12_Route18318_Weather13.tar.gz,base_replay,0.0008
ParkingCutIn_Town12_Route18319_Weather14.tar.gz,base_replay,0.0008
ParkingCutIn_Town12_Route18325_Weather20.tar.gz,base_replay,0.0008
ParkingCutIn_Town12_Route18350_Weather19.tar.gz,base_replay,0.0008
ParkingExit_Town12_Route22577_Weather8.tar.gz,base_replay,0.0008
ParkingExit_Town12_Route22629_Weather8.tar.gz,base_replay,0.0008
PedestrianCrossing_Town07_Route25863_Weather11.tar.gz,base_replay,0.0008
PedestrianCrossing_Town11_Route27617_Weather19.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route13485_Weather20.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route13518_Weather1.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route13543_Weather0.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route13585_Weather8.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route13697_Weather23.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route14172_Weather5.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route14198_Weather5.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route14257_Weather12.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route14368_Weather19.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route14369_Weather20.tar.gz,base_replay,0.0008
