frame,frame_number,timestamp,x,y,z,road_id,section_id,lane_id
00052,52,,111.58667755126953,193.24757385253906,1.5567775964736938,67,0,-2
00053,53,,110.87660217285156,193.24932861328125,1.5409765243530273,67,0,-2
00054,54,,110.15270233154297,193.25108337402344,1.524501919746399,67,0,-2
00055,55,,109.39451599121094,193.2528533935547,1.5071417093276978,67,0,-2
00056,56,,108.62669372558594,193.25460815429688,1.4899834394454956,67,0,-2
00057,57,,107.85781860351562,193.25636291503906,1.4729758501052856,67,0,-2
00058,58,,107.10623168945312,193.25811767578125,1.4565523862838745,67,0,-2
00059,59,,106.36943817138672,193.25987243652344,1.440374732017517,67,0,-2
00060,60,,105.65731811523438,193.26158142089844,1.4247829914093018,67,0,-2
00061,61,,104.95841217041016,193.2631378173828,1.4092504978179932,67,0,-2
00062,62,,104.24569702148438,193.2648162841797,1.3930420875549316,67,0,-2
00063,63,,103.49884796142578,193.26657104492188,1.375946044921875,67,0,-2
00064,64,,102.75062561035156,193.26834106445312,1.359371304512024,67,0,-2
00065,65,,102.03031158447266,193.2700958251953,1.3437480926513672,67,0,-2
00066,66,,101.33004760742188,193.27171325683594,1.3284096717834473,67,0,-2
00067,67,,100.65525817871094,193.2732696533203,1.3136168718338013,67,0,-2
00068,68,,100.00016021728516,193.27484130859375,1.2991299629211426,67,0,-2
00069,69,,99.37071228027344,193.27638244628906,1.2852368354797363,67,0,-2
00070,70,,98.7611083984375,193.2777557373047,1.271689772605896,67,0,-2
00071,71,,98.17081451416016,193.27911376953125,1.258517861366272,67,0,-2
00072,72,,97.60977172851562,193.29397583007812,1.2462695837020874,67,0,-2
00073,73,,97.11976623535156,193.32249450683594,1.2356929779052734,67,0,-2
00074,74,,96.68479919433594,193.3587646484375,1.226141095161438,67,0,-2
00075,75,,96.29209899902344,193.39889526367188,1.2174193859100342,67,0,-2
00076,76,,95.93645477294922,193.42686462402344,1.2094823122024536,67,0,-2
00077,77,,95.62828063964844,193.44781494140625,1.2027263641357422,67,0,-2
00078,78,,95.37211608886719,193.46481323242188,1.1971490383148193,67,0,-2
00079,79,,95.20721435546875,193.47630310058594,1.1942791938781738,67,0,-2
00080,80,,95.20249938964844,193.47677612304688,1.195102334022522,67,0,-2
00081,81,,95.20121002197266,193.47691345214844,1.1943050622940063,67,0,-2
00082,82,,95.19972229003906,193.47708129882812,1.1934043169021606,67,0,-2
00083,83,,95.19873809814453,193.47715759277344,1.192724585533142,67,0,-2
00084,84,,95.19303131103516,193.47866821289062,1.192078948020935,67,0,-2
00085,85,,95.18154907226562,193.48251342773438,1.1914228200912476,67,0,-2
00086,86,,95.14746856689453,193.49449157714844,1.190225601196289,67,0,-2
00087,87,,95.08882904052734,193.51524353027344,1.1885812282562256,67,0,-2
00088,88,,95.01093292236328,193.544189453125,1.1866554021835327,67,0,-2
00089,89,,94.91327667236328,193.5827178955078,1.1843774318695068,67,0,-2
00090,90,,94.7953872680664,193.6318359375,1.1816834211349487,67,0,-2
00091,91,,94.65909576416016,193.69235229492188,1.1786069869995117,67,0,-2
00092,92,,94.50457000732422,193.76638793945312,1.1751446723937988,67,0,-2
00093,93,,94.33071899414062,193.85667419433594,1.1712294816970825,67,0,-2
00094,94,,94.13523864746094,193.9674530029297,1.166800618171692,67,0,-2
00095,95,,93.91759490966797,194.1029815673828,1.1618642807006836,67,0,-2
00096,96,,93.67842864990234,194.2680206298828,1.1564483642578125,67,0,-2
00097,97,,93.41990661621094,194.4672088623047,1.1506131887435913,67,0,-2
00098,98,,93.14649200439453,194.70448303222656,1.1444761753082275,67,0,-2
00099,99,,92.86383819580078,194.98345947265625,1.1381614208221436,67,0,-2
00100,100,,92.54561614990234,195.2831268310547,1.1308772563934326,67,0,-1
00101,101,,92.15946197509766,195.55491638183594,1.1222529411315918,67,0,-1
00102,102,,91.72396087646484,195.8094024658203,1.1127561330795288,67,0,-1
00103,103,,91.26837921142578,196.05337524414062,1.1030341386795044,67,0,-1
00104,104,,90.80677795410156,196.2604217529297,1.093224048614502,67,0,-1
00105,105,,90.3155517578125,196.3925323486328,1.0824872255325317,67,0,-1
00106,106,,89.81690979003906,196.43626403808594,1.0715457201004028,67,0,-1
00107,107,,89.30791473388672,196.45265197753906,1.0601236820220947,67,0,-1
00108,108,,88.79708099365234,196.51690673828125,1.048964262008667,67,0,-1
00109,109,,88.28913879394531,196.59800720214844,1.0377821922302246,67,0,-1
00110,110,,87.76856994628906,196.684326171875,1.025946021080017,67,0,-1
00111,111,,87.14997863769531,196.76461791992188,1.0110514163970947,67,0,-1
00112,112,,86.46926879882812,196.8291778564453,0.9954490661621094,67,0,-1
00113,113,,85.75066375732422,196.88308715820312,0.9794266223907471,67,0,-1
00114,114,,84.99540710449219,196.9041290283203,0.962716817855835,67,0,-1
00115,115,,84.20372009277344,196.90243530273438,0.9451219439506531,67,0,-1
00116,116,,83.375244140625,196.8802947998047,0.926725447177887,67,0,-1
00117,117,,82.51158905029297,196.83200073242188,0.9075453877449036,67,0,-1
00118,118,,81.61624145507812,196.79249572753906,0.8877026438713074,67,0,-1
00119,119,,80.71913146972656,196.7810516357422,0.8682177662849426,67,0,-1
00120,120,,79.84487915039062,196.8097381591797,0.8494105339050293,67,0,-1
00121,121,,78.98665618896484,196.8407440185547,0.8306164145469666,67,0,-1
00122,122,,78.13043975830078,196.81797790527344,0.8116596937179565,67,0,-1
00123,123,,77.2597885131836,196.7998046875,0.7920756340026855,67,0,-1
00124,124,,76.3677749633789,196.7914276123047,0.7720016837120056,67,0,-1
00125,125,,75.4504623413086,196.76942443847656,0.7513564825057983,67,0,-1
00126,126,,74.51128387451172,196.77105712890625,0.7303816080093384,67,0,-1
00127,127,,73.58409118652344,196.74029541015625,0.7101166248321533,67,0,-1
00128,128,,72.66700744628906,196.70472717285156,0.6899217367172241,67,0,-1
00129,129,,71.74839782714844,196.69198608398438,0.6695614457130432,67,0,-1
00130,130,,70.85037231445312,196.64651489257812,0.6498803496360779,67,0,-1
00131,131,,69.96685028076172,196.59669494628906,0.6303061246871948,67,0,-1
00132,132,,69.07940673828125,196.55657958984375,0.6104363203048706,67,0,-1
00133,133,,68.184326171875,196.45372009277344,0.5903196334838867,67,0,-1
00134,134,,67.27456665039062,196.29766845703125,0.5697890520095825,67,0,-1
00135,135,,66.34965515136719,196.08238220214844,0.5489681363105774,67,0,-1
00136,136,,65.43407440185547,195.8099822998047,0.5286931395530701,67,0,-1
00137,137,,64.49248504638672,195.4584197998047,0.507271945476532,67,0,-1
00138,138,,63.51820755004883,195.06448364257812,0.48525142669677734,67,0,-2
00139,139,,62.55936813354492,194.6707763671875,0.4645470678806305,67,0,-2
00140,140,,61.6423225402832,194.28672790527344,0.44495806097984314,67,0,-2
00141,141,,60.732845306396484,193.9340057373047,0.4250427782535553,67,0,-2
00142,142,,59.81782531738281,193.66226196289062,0.4049328565597534,67,0,-2
00143,143,,58.9001579284668,193.47056579589844,0.38458549976348877,67,0,-2
00144,144,,57.98229217529297,193.36227416992188,0.3641490042209625,67,0,-2
00145,145,,57.07042694091797,193.33990478515625,0.34408652782440186,67,0,-2
00146,146,,56.16243362426758,193.35215759277344,0.3241591155529022,67,0,-2
00147,147,,55.248435974121094,193.36343383789062,0.3044082522392273,67,0,-2
00148,148,,54.32578659057617,193.38780212402344,0.2847086787223816,67,0,-2
00149,149,,53.427791595458984,193.41552734375,0.26675352454185486,67,0,-2
00150,150,,52.58888244628906,193.44297790527344,0.2511688470840454,67,0,-2
00151,151,,51.825584411621094,193.4685821533203,0.23717093467712402,67,0,-2
00152,152,,51.09729766845703,193.49310302734375,0.22319625318050385,67,0,-2
00153,153,,50.37812423706055,193.51730346679688,0.2096741795539856,67,0,-2
00154,154,,49.65184783935547,193.54171752929688,0.19672831892967224,67,0,-2
00155,155,,48.90696716308594,193.56668090820312,0.18397392332553864,67,0,-2
00156,156,,48.13651657104492,193.5746612548828,0.1709229201078415,67,0,-2
00157,157,,47.33620071411133,193.5795135498047,0.157420352101326,67,0,-2
00158,158,,46.50337600708008,193.58673095703125,0.14423850178718567,67,0,-2
00159,159,,45.64411163330078,193.5935821533203,0.13195282220840454,67,0,-2
00160,160,,44.79861831665039,193.60011291503906,0.12090808898210526,67,0,-2
00161,161,,43.99787139892578,193.60617065429688,0.11080760508775711,67,0,-2
00162,162,,43.25141525268555,193.5959930419922,0.10159766674041748,67,0,-2
00163,163,,42.534515380859375,193.5834197998047,0.09299331158399582,67,0,-2
00164,164,,41.822757720947266,193.57298278808594,0.08489101380109787,67,0,-2
00165,165,,41.10147476196289,193.5618133544922,0.07674483954906464,67,0,-2
00166,166,,40.36012268066406,193.55001831054688,0.06831298768520355,67,0,-2
00167,167,,39.59205627441406,193.53773498535156,0.05975795537233353,67,0,-2
00168,168,,38.80113220214844,193.52500915527344,0.05199989303946495,67,0,-2
00169,169,,38.02372360229492,193.5125274658203,0.0458248145878315,67,0,-2
00170,170,,37.28777313232422,193.50070190429688,0.04056918993592262,67,0,-2
00171,171,,36.60259246826172,193.48968505859375,0.03568584471940994,67,0,-2
00172,172,,36.00554656982422,193.4803466796875,0.03199577331542969,67,0,-2
00173,173,,35.61648178100586,193.47335815429688,0.031138228252530098,67,0,-2
00174,174,,35.289031982421875,193.4679718017578,0.02863822877407074,67,0,-2
00175,175,,34.90580749511719,193.4626007080078,0.02488563396036625,67,0,-2
00176,176,,34.46819305419922,193.4564666748047,0.021244658157229424,67,0,-2
00177,177,,34.02170181274414,193.45021057128906,0.018442077562212944,67,0,-2
00178,178,,33.57933044433594,193.4440155029297,0.016027068719267845,67,0,-2
00179,179,,33.174625396728516,193.43836975097656,0.014271926134824753,67,0,-2
00180,180,,32.817726135253906,193.4333953857422,0.012753181159496307,67,0,-2
00181,181,,32.48049545288086,193.4287109375,0.010944022797048092,67,0,-2
00182,182,,32.168357849121094,193.42437744140625,0.009521941654384136,67,0,-2
00183,183,,31.86248779296875,193.42005920410156,0.008045959286391735,67,0,-2
00184,184,,31.541351318359375,193.4156036376953,0.0063737486489117146,67,0,-2
00185,185,,31.191959381103516,193.4107208251953,0.004840659908950329,67,0,-2
00186,186,,30.807695388793945,193.40541076660156,0.0033803556580096483,67,0,-2
00187,187,,30.38762664794922,193.39952087402344,0.001953735249117017,67,0,-2
00188,188,,29.933019638061523,193.39317321777344,0.0005313491565175354,67,0,-2
00189,189,,29.44435691833496,193.38638305664062,-0.0008787536644376814,67,0,-2
00190,190,,28.921878814697266,193.37913513183594,-0.0021614455617964268,67,0,-2
00191,191,,28.383756637573242,193.37164306640625,-0.003176574595272541,67,0,-2
00192,192,,27.84832000732422,193.36376953125,-0.0027245329692959785,67,0,-2
00193,193,,27.30835723876953,193.35784912109375,-0.003452301025390625,67,0,-2
00194,194,,26.775259017944336,193.35214233398438,-0.0026003264356404543,67,0,-2
00195,195,,26.253536224365234,193.34486389160156,-0.0030472944490611553,67,0,-2
00196,196,,25.720415115356445,193.33987426757812,-0.004175872541964054,67,0,-2
00197,197,,25.188156127929688,193.35317993164062,-0.0046614836901426315,67,0,-2
00198,198,,24.645885467529297,193.4017333984375,-0.004547119140625,67,0,-2
00199,199,,24.031269073486328,193.4441680908203,-0.005238380283117294,67,0,-2
00200,200,,23.368295669555664,193.4540557861328,-0.0054473113268613815,67,0,-2
00201,201,,22.66887664794922,193.46612548828125,-0.006015663035213947,67,0,-2
00202,202,,21.97612762451172,193.48117065429688,-0.005640716291964054,67,0,-2
00203,203,,21.28449821472168,193.4958953857422,-0.005302543751895428,67,0,-2
00204,204,,20.56922149658203,193.5109405517578,-0.0053630066104233265,67,0,-2
00205,205,,19.81084442138672,193.52671813964844,-0.005613670218735933,67,0,-2
00206,206,,19.043338775634766,193.5169677734375,-0.005464592017233372,67,0,-2
00207,207,,18.224435806274414,193.48284912109375,-0.005804901011288166,67,0,-2
