clip,clip_path,annotation_file,command_id,command_name,raw_value
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00010.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00011.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00012.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00013.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00014.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00015.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00016.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00017.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00018.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00019.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00020.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00021.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00022.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00023.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00024.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00025.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00026.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00027.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00028.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00029.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00030.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00031.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00032.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00033.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00034.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00035.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00036.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00037.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00038.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00039.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00040.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00041.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00042.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00043.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00044.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00045.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00046.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00047.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00048.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00049.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00050.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00051.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00052.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00053.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00054.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00055.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00056.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00057.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00058.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00059.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00060.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00061.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00062.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00063.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00064.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00065.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00066.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00067.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00068.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00069.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00070.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00071.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00072.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00073.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00074.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00075.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00076.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00077.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00078.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00079.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00080.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00081.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00082.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00083.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00084.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00085.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00086.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00087.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00088.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00089.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00090.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00091.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00092.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00093.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00094.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00095.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00096.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00097.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00098.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00099.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00100.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00101.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00102.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00103.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00104.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00105.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00106.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00107.json.gz,4,LANEFOLLOW,4
Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25,/home/kmw/Summer_Intership/Carla/Scenario/Accident_Town03_Route24816_Weather25/anno/00108.json.gz,4,LANEFOLLOW,4
